Имя Отчество Фамилия,Возраст
Андрей Степанович уковлев,27
Тамара Алексеевна уковлева,36
Митрофан Алексеевич уковцев,45
Юлия Алексеевна уковцева,61
Абрам Георгевич укунин,52
Любовь Аристофановна укушевич,82
Митрофан Рашитович Ялаев,51
Аристофан Аристархович Яловой,70
Аристофан Андруевич Ялунин,19
Мария Андруевна Ямалова,55
Борис ГрЕмельяневич Ямпольский,41
Яна Алексеевна Ян,23
Магдалена Ивановна Яничкина,78
Рудольф Асланбекович Янчёнок,32
Константин Герольдович Янюк,83
Юрий Юрьевич Янютин,64
Дмитрий Дмитриевич Ярков,36
Марина Градовна Ярова,74
Милена Степановна Ярославцева,20
Емельян Фёдорович Ярешенко,84
Руслан Степанович Ярушин,74
Митрофан Викторович Ясаков,24
Алексейа Евгеньевна Ясафова,62
Маша Алексеевна Ясикова,23
Махмуд Михайлович Яхнев,16
Степан Анатольевич Ячменев,33
Мария Станиславовна Ячменева,56
Емельян Викторович Яшин,59
